loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
5.974866358133463,1,1773667306,,False,1,b095e479,2026-03-16_18-51-46,35.474589109420776,35.474589109420776,47480,BOSS8-OS,172.25.0.208,35.474589109420776,1
5.736870490587675,2,1773667337,,False,2,b095e479,2026-03-16_18-52-17,30.975989818572998,66.45057892799377,47480,BOSS8-OS,172.25.0.208,66.45057892799377,2
5.723475777185881,3,1773667368,,False,3,b095e479,2026-03-16_18-52-48,31.221243381500244,97.67182230949402,47480,BOSS8-OS,172.25.0.208,97.67182230949402,3
5.7219466383640585,4,1773667400,,False,4,b095e479,2026-03-16_18-53-20,31.518718242645264,129.19054055213928,47480,BOSS8-OS,172.25.0.208,129.19054055213928,4
5.6557100644478435,5,1773667432,,False,5,b095e479,2026-03-16_18-53-52,32.029616355895996,161.22015690803528,47480,BOSS8-OS,172.25.0.208,161.22015690803528,5
5.612068593502045,6,1773667463,,False,6,b095e479,2026-03-16_18-54-23,31.758398056030273,192.97855496406555,47480,BOSS8-OS,172.25.0.208,192.97855496406555,6
5.5981012628628655,7,1773667495,,False,7,b095e479,2026-03-16_18-54-55,31.759027004241943,224.7375819683075,47480,BOSS8-OS,172.25.0.208,224.7375819683075,7
5.661316601129679,8,1773667527,,False,8,b095e479,2026-03-16_18-55-27,31.952942609786987,256.6905245780945,47480,BOSS8-OS,172.25.0.208,256.6905245780945,8
5.607077846160302,9,1773667559,,False,9,b095e479,2026-03-16_18-55-59,31.852862119674683,288.54338669776917,47480,BOSS8-OS,172.25.0.208,288.54338669776917,9
5.581398386221665,10,1773667591,,False,10,b095e479,2026-03-16_18-56-31,32.046072006225586,320.58945870399475,47480,BOSS8-OS,172.25.0.208,320.58945870399475,10
5.569595653277177,11,1773667623,,False,11,b095e479,2026-03-16_18-57-03,31.91744089126587,352.5068995952606,47480,BOSS8-OS,172.25.0.208,352.5068995952606,11
5.557020783424377,12,1773667655,,False,12,b095e479,2026-03-16_18-57-35,31.972692012786865,384.4795916080475,47480,BOSS8-OS,172.25.0.208,384.4795916080475,12
5.551671188611251,13,1773667687,,False,13,b095e479,2026-03-16_18-58-07,32.04427886009216,416.52387046813965,47480,BOSS8-OS,172.25.0.208,416.52387046813965,13
5.55609386242353,14,1773667719,,False,14,b095e479,2026-03-16_18-58-39,31.967172861099243,448.4910433292389,47480,BOSS8-OS,172.25.0.208,448.4910433292389,14
5.556858732150151,15,1773667751,,False,15,b095e479,2026-03-16_18-59-11,32.02211856842041,480.5131618976593,47480,BOSS8-OS,172.25.0.208,480.5131618976593,15
5.5447520567820625,16,1773667783,,False,16,b095e479,2026-03-16_18-59-43,32.03219723701477,512.5453591346741,47480,BOSS8-OS,172.25.0.208,512.5453591346741,16
5.5398857318438015,17,1773667815,,False,17,b095e479,2026-03-16_19-00-15,31.86904501914978,544.4144041538239,47480,BOSS8-OS,172.25.0.208,544.4144041538239,17
5.536884922247666,18,1773667847,,False,18,b095e479,2026-03-16_19-00-47,31.927218437194824,576.3416225910187,47480,BOSS8-OS,172.25.0.208,576.3416225910187,18
5.521932707383082,19,1773667879,,False,19,b095e479,2026-03-16_19-01-19,31.929673671722412,608.2712962627411,47480,BOSS8-OS,172.25.0.208,608.2712962627411,19
5.521897031710698,20,1773667911,,False,20,b095e479,2026-03-16_19-01-51,32.075334787368774,640.3466310501099,47480,BOSS8-OS,172.25.0.208,640.3466310501099,20
5.517261037459741,21,1773667943,,False,21,b095e479,2026-03-16_19-02-23,32.372124433517456,672.7187554836273,47480,BOSS8-OS,172.25.0.208,672.7187554836273,21
5.51153729053644,22,1773667975,,False,22,b095e479,2026-03-16_19-02-55,32.00346517562866,704.722220659256,47480,BOSS8-OS,172.25.0.208,704.722220659256,22
5.498812184883998,23,1773668007,,False,23,b095e479,2026-03-16_19-03-27,31.856078147888184,736.5782988071442,47480,BOSS8-OS,172.25.0.208,736.5782988071442,23
5.501958883725679,24,1773668039,,False,24,b095e479,2026-03-16_19-03-59,31.85676622390747,768.4350650310516,47480,BOSS8-OS,172.25.0.208,768.4350650310516,24
5.4999813712560215,25,1773668071,,False,25,b095e479,2026-03-16_19-04-31,32.025437355041504,800.4605023860931,47480,BOSS8-OS,172.25.0.208,800.4605023860931,25
5.507946651715499,26,1773668103,,False,26,b095e479,2026-03-16_19-05-03,32.0981924533844,832.5586948394775,47480,BOSS8-OS,172.25.0.208,832.5586948394775,26
5.49440642962089,27,1773668135,,False,27,b095e479,2026-03-16_19-05-35,32.00817608833313,864.5668709278107,47480,BOSS8-OS,172.25.0.208,864.5668709278107,27
5.498889276614556,28,1773668167,,False,28,b095e479,2026-03-16_19-06-07,31.950855255126953,896.5177261829376,47480,BOSS8-OS,172.25.0.208,896.5177261829376,28
5.494898874026078,29,1773668199,,False,29,b095e479,2026-03-16_19-06-39,31.892616987228394,928.410343170166,47480,BOSS8-OS,172.25.0.208,928.410343170166,29
5.490896394619575,30,1773668231,,True,30,b095e479,2026-03-16_19-07-11,32.3358633518219,960.7462065219879,47480,BOSS8-OS,172.25.0.208,960.7462065219879,30
