loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
5.5978319599078254,1,1773668527,,False,1,fd5e5111,2026-03-16_19-12-07,36.05972909927368,36.05972909927368,325,BOSS8-OS,172.25.0.208,36.05972909927368,1
4.43057017830702,2,1773668558,,False,2,fd5e5111,2026-03-16_19-12-38,31.542705297470093,67.60243439674377,325,BOSS8-OS,172.25.0.208,67.60243439674377,2
3.8762723757670474,3,1773668590,,False,3,fd5e5111,2026-03-16_19-13-10,31.5298490524292,99.13228344917297,325,BOSS8-OS,172.25.0.208,99.13228344917297,3
3.4939707701022806,4,1773668621,,False,4,fd5e5111,2026-03-16_19-13-41,31.338116884231567,130.47040033340454,325,BOSS8-OS,172.25.0.208,130.47040033340454,4
3.1829666770421543,5,1773668652,,False,5,fd5e5111,2026-03-16_19-14-12,31.00877094268799,161.47917127609253,325,BOSS8-OS,172.25.0.208,161.47917127609253,5
2.9189018263266635,6,1773668683,,False,6,fd5e5111,2026-03-16_19-14-43,31.04861092567444,192.52778220176697,325,BOSS8-OS,172.25.0.208,192.52778220176697,6
2.6883787306455464,7,1773668714,,False,7,fd5e5111,2026-03-16_19-15-14,31.162882804870605,223.69066500663757,325,BOSS8-OS,172.25.0.208,223.69066500663757,7
2.4684182760807185,8,1773668746,,False,8,fd5e5111,2026-03-16_19-15-46,31.47717523574829,255.16784024238586,325,BOSS8-OS,172.25.0.208,255.16784024238586,8
2.285839857963415,9,1773668777,,False,9,fd5e5111,2026-03-16_19-16-17,31.491032361984253,286.6588726043701,325,BOSS8-OS,172.25.0.208,286.6588726043701,9
2.120188362323321,10,1773668809,,False,10,fd5e5111,2026-03-16_19-16-49,31.28937339782715,317.94824600219727,325,BOSS8-OS,172.25.0.208,317.94824600219727,10
1.9680599363950582,11,1773668840,,False,11,fd5e5111,2026-03-16_19-17-20,31.469807863235474,349.41805386543274,325,BOSS8-OS,172.25.0.208,349.41805386543274,11
1.8203024061826558,12,1773668871,,False,12,fd5e5111,2026-03-16_19-17-51,31.308716773986816,380.72677063941956,325,BOSS8-OS,172.25.0.208,380.72677063941956,12
1.6857645302437818,13,1773668903,,False,13,fd5e5111,2026-03-16_19-18-23,31.482812881469727,412.2095835208893,325,BOSS8-OS,172.25.0.208,412.2095835208893,13
1.5823722516114895,14,1773668934,,False,14,fd5e5111,2026-03-16_19-18-54,31.18873929977417,443.39832282066345,325,BOSS8-OS,172.25.0.208,443.39832282066345,14
1.478447104875858,15,1773668965,,False,15,fd5e5111,2026-03-16_19-19-25,31.424190044403076,474.8225128650665,325,BOSS8-OS,172.25.0.208,474.8225128650665,15
1.4037274706822176,16,1773668997,,False,16,fd5e5111,2026-03-16_19-19-57,31.443621158599854,506.2661340236664,325,BOSS8-OS,172.25.0.208,506.2661340236664,16
1.3051432457107763,17,1773669028,,False,17,fd5e5111,2026-03-16_19-20-28,31.26050305366516,537.5266370773315,325,BOSS8-OS,172.25.0.208,537.5266370773315,17
1.2307695557291691,18,1773669060,,False,18,fd5e5111,2026-03-16_19-21-00,31.462438821792603,568.9890758991241,325,BOSS8-OS,172.25.0.208,568.9890758991241,18
1.1770731909916952,19,1773669091,,False,19,fd5e5111,2026-03-16_19-21-31,31.326358795166016,600.3154346942902,325,BOSS8-OS,172.25.0.208,600.3154346942902,19
1.1234606286654105,20,1773669122,,False,20,fd5e5111,2026-03-16_19-22-02,31.377952575683594,631.6933872699738,325,BOSS8-OS,172.25.0.208,631.6933872699738,20
1.0833525663385024,21,1773669154,,False,21,fd5e5111,2026-03-16_19-22-34,31.225493907928467,662.9188811779022,325,BOSS8-OS,172.25.0.208,662.9188811779022,21
1.0342258318112447,22,1773669185,,False,22,fd5e5111,2026-03-16_19-23-05,31.239168167114258,694.1580493450165,325,BOSS8-OS,172.25.0.208,694.1580493450165,22
1.0028192813579853,23,1773669216,,False,23,fd5e5111,2026-03-16_19-23-36,31.486652135849,725.6447014808655,325,BOSS8-OS,172.25.0.208,725.6447014808655,23
0.9749548469598477,24,1773669248,,False,24,fd5e5111,2026-03-16_19-24-08,31.27600383758545,756.9207053184509,325,BOSS8-OS,172.25.0.208,756.9207053184509,24
0.9503096410861382,25,1773669279,,False,25,fd5e5111,2026-03-16_19-24-39,31.133659839630127,788.054365158081,325,BOSS8-OS,172.25.0.208,788.054365158081,25
0.9383625256327482,26,1773669310,,False,26,fd5e5111,2026-03-16_19-25-10,31.33203911781311,819.3864042758942,325,BOSS8-OS,172.25.0.208,819.3864042758942,26
0.9245046377182007,27,1773669341,,False,27,fd5e5111,2026-03-16_19-25-41,31.32062602043152,850.7070302963257,325,BOSS8-OS,172.25.0.208,850.7070302963257,27
0.9123920709467851,28,1773669373,,False,28,fd5e5111,2026-03-16_19-26-13,31.271660327911377,881.9786906242371,325,BOSS8-OS,172.25.0.208,881.9786906242371,28
0.9033196631532449,29,1773669404,,False,29,fd5e5111,2026-03-16_19-26-44,31.37786889076233,913.3565595149994,325,BOSS8-OS,172.25.0.208,913.3565595149994,29
0.9067776461060231,30,1773669435,,True,30,fd5e5111,2026-03-16_19-27-15,31.325806140899658,944.682365655899,325,BOSS8-OS,172.25.0.208,944.682365655899,30
