ExpID,Dataset,Model,BatchSize,Optimizer,LR,PinMem,Epoch,TrainLoss,TrainAcc,ValLoss,ValAcc,Time_ms
54,MNIST,ResNet-50,16,Adam,0.0001,FALSE,5,0.0304,99.06,0.0367,99.07,265155
55,MNIST,ResNet-50,16,Adam,0.0001,TRUE,1,0.1872,94.18,0.049,98.4,261622
55,MNIST,ResNet-50,16,Adam,0.0001,TRUE,2,0.06,98.2,0.0419,98.71,261428
55,MNIST,ResNet-50,16,Adam,0.0001,TRUE,3,0.0487,98.51,0.0473,98.66,260498
55,MNIST,ResNet-50,16,Adam,0.0001,TRUE,4,0.0374,98.87,0.0406,98.93,260524
55,MNIST,ResNet-50,16,Adam,0.0001,TRUE,5,0.0316,99.02,0.0337,98.96,260424
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,1,0.1889,94.08,0.0398,98.79,267711
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,2,0.0602,98.12,0.0441,98.49,266943
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,3,0.0466,98.58,0.0546,98.24,265775
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,4,0.0391,98.72,0.0372,98.9,266084
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,5,0.0322,98.98,0.0227,99.36,265468
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,6,0.0275,99.14,0.0336,98.91,265740
56,MNIST,ResNet-50,16,Adam,0.0001,FALSE,7,0.023,99.26,0.0397,98.86,265653
57,MNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.4307,85.81,0.0962,97.13,238140
57,MNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.0752,97.72,0.0472,98.57,236790
57,MNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.0427,98.66,0.0569,98.41,237309
57,MNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.0305,99.01,0.0347,98.89,237293
57,MNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.0205,99.35,0.0406,98.76,236904
58,MNIST,ResNet-50,16,SGD,0.001,TRUE,1,0.4283,85.82,0.0728,97.64,230070
58,MNIST,ResNet-50,16,SGD,0.001,TRUE,2,0.0703,97.86,0.041,98.71,230213
58,MNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.0435,98.62,0.0406,98.74,230687
58,MNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.028,99.18,0.0275,99.11,230298
58,MNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.018,99.44,0.0238,99.19,230226
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.4208,86.06,0.0629,97.99,237441
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.0736,97.69,0.0373,98.76,237340
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,3,0.0422,98.69,0.0355,98.89,237349
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,4,0.0313,98.97,0.0301,99.03,236829
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,5,0.0201,99.33,0.0254,99.23,237587
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,6,0.0141,99.57,0.0294,99.11,237081
59,MNIST,ResNet-50,16,SGD,0.001,FALSE,7,0.0113,99.67,0.0228,99.31,237094
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,1,0.4186,86.37,0.1063,96.64,230279
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,2,0.0735,97.78,0.0562,98.44,230193
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,3,0.0428,98.69,0.0357,99,230448
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,4,0.0297,99.03,0.0288,99.17,230650
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,5,0.0191,99.4,0.0325,99.16,230041
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,6,0.0149,99.51,0.0292,99.2,229493
60,MNIST,ResNet-50,16,SGD,0.001,TRUE,7,0.0113,99.65,0.0297,99.26,229494
61,MNIST,ResNet-50,16,SGD,0.0001,FALSE,1,1.597,45.17,0.971,70.89,236174
61,MNIST,ResNet-50,16,SGD,0.0001,FALSE,2,0.5839,84.51,0.3344,91.2,236245
61,MNIST,ResNet-50,16,SGD,0.0001,FALSE,3,0.2454,93.56,0.1453,95.97,235943
61,MNIST,ResNet-50,16,SGD,0.0001,FALSE,4,0.1614,95.58,0.1122,96.43,236485
61,MNIST,ResNet-50,16,SGD,0.0001,FALSE,5,0.1223,96.63,0.0802,97.57,236900
62,MNIST,ResNet-50,16,SGD,0.0001,TRUE,1,1.6355,43.5,0.9992,73.31,230224
62,MNIST,ResNet-50,16,SGD,0.0001,TRUE,2,0.6563,81.25,0.2997,92.73,230000
62,MNIST,ResNet-50,16,SGD,0.0001,TRUE,3,0.2718,92.85,0.1442,95.94,229980
62,MNIST,ResNet-50,16,SGD,0.0001,TRUE,4,0.1677,95.35,0.1063,97.13,230313
62,MNIST,ResNet-50,16,SGD,0.0001,TRUE,5,0.1249,96.48,0.0787,97.83,230592
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,1,1.6337,42.73,1.037,74.03,237485
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,2,0.6237,83.55,0.2563,93.79,237527
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,3,0.2436,93.85,0.1421,96,238289
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,4,0.1554,95.78,0.108,96.89,237527
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,5,0.1225,96.61,0.0913,97.24,238016
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,6,0.0996,97.17,0.0763,97.87,237601
63,MNIST,ResNet-50,16,SGD,0.0001,FALSE,7,0.0862,97.58,0.0706,97.8,237807
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,1,1.6256,44.28,0.9735,72.84,230653
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,2,0.6254,82.68,0.2613,93.73,230569
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,3,0.2585,93.13,0.1423,96.39,230530
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,4,0.165,95.46,0.1126,96.81,230535
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,5,0.1244,96.53,0.0809,97.9,230533
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,6,0.1007,97.15,0.0674,97.93,230404
64,MNIST,ResNet-50,16,SGD,0.0001,TRUE,7,0.0834,97.58,0.0614,98.3,230446
65,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,1,0.5627,79.94,0.3783,86.04,95335
65,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,2,0.3121,88.68,0.2691,90.47,96716
65,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,3,0.2462,91.08,0.2543,90.67,96442
65,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,4,0.2105,92.48,0.2221,91.73,96603
65,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,5,0.1722,93.86,0.2393,91.47,96475
66,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,1,0.5646,80.05,0.3564,87.44,90774
66,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,2,0.3152,88.58,0.2906,89.71,90763
66,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,3,0.2568,90.71,0.2703,90.66,90991
66,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,4,0.2176,92.1,0.2601,90.3,90819
66,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,5,0.1838,93.46,0.2273,92.13,90705
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,1,0.5629,79.71,0.3506,87.26,96821
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,2,0.315,88.55,0.2978,89.61,96433
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,3,0.2542,90.81,0.2724,90.33,96508
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,4,0.2135,92.39,0.235,91.69,96510
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,5,0.1827,93.31,0.2414,91.97,96263
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,6,0.1563,94.38,0.227,92.1,96523
67,FashionMNIST,ResNet-18,16,SGD,0.001,FALSE,7,0.125,95.5,0.2512,91.63,96756
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,1,0.5771,79.56,0.4359,83.87,90558
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,2,0.3245,88.48,0.2995,88.81,90577
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,3,0.259,90.65,0.239,91.5,90760
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,4,0.2194,92.06,0.2151,92.26,90957
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,5,0.1834,93.39,0.2261,91.77,91006
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,6,0.1583,94.36,0.2237,92.44,90971
68,FashionMNIST,ResNet-18,16,SGD,0.001,TRUE,7,0.1301,95.47,0.2036,93.27,90709
69,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,1,1.1521,64,0.69,76.39,96468
69,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,2,0.6375,77.7,0.5195,81.76,96526
69,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,3,0.4967,82.69,0.428,85,96359
69,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,4,0.4188,85.26,0.3775,86.77,96479
69,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,5,0.3697,86.99,0.342,88.24,96637
70,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,1,1.1517,65.18,0.6806,77.26,90914
70,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,2,0.6104,79.49,0.5252,81.64,90851
70,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,3,0.4795,83.58,0.4125,85.39,90874
70,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,4,0.4125,85.72,0.3581,87.57,90914
70,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,5,0.3693,87.06,0.3184,88.84,91039
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,1,1.1505,64.06,0.6876,74.8,96368
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,2,0.6259,78.02,0.5176,80.96,96220
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,3,0.4904,82.98,0.419,85.37,96334
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,4,0.4187,85.45,0.3671,87.03,96387
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,5,0.372,86.91,0.343,87.79,96266
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,6,0.3397,88.1,0.3121,88.93,96113
71,FashionMNIST,ResNet-18,16,SGD,0.0001,FALSE,7,0.3176,88.77,0.3018,89.31,96282
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,1,1.1276,65.34,0.7132,74.33,90892
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,2,0.6287,77.74,0.5941,79.49,90779
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,3,0.4993,82.36,0.4618,84.34,90587
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,4,0.4281,84.84,0.3897,86.07,90625
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,5,0.3774,86.61,0.3512,87.59,90802
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,6,0.3428,87.87,0.3269,88.21,90931
72,FashionMNIST,ResNet-18,16,SGD,0.0001,TRUE,7,0.315,88.97,0.3172,88.79,90815
73,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,1,0.468,82.88,0.3001,88.69,102585
73,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,2,0.2934,89.3,0.2711,90.44,102307
73,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,3,0.2401,91.28,0.2386,90.99,102035
73,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,4,0.202,92.64,0.2125,92.39,102116
73,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,5,0.1735,93.65,0.2686,90.6,102115
74,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,1,0.4658,83.08,0.2883,89.31,96562
74,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,2,0.2928,89.44,0.2827,89.59,96660
74,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,3,0.2379,91.31,0.2886,90.26,96379
74,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,4,0.2014,92.59,0.2264,91.74,96250
74,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,5,0.1702,93.79,0.2383,91.96,96369
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,1,0.469,82.93,0.2945,89.63,102401
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,2,0.2952,89.43,0.2994,89.34,102069
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,3,0.244,91.06,0.2469,91.13,102123
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,4,0.2072,92.43,0.2203,92.17,102073
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,5,0.1769,93.55,0.2642,91.36,102035
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,6,0.1451,94.77,0.2068,92.89,102201
75,FashionMNIST,ResNet-18,16,Adam,0.001,FALSE,7,0.116,95.81,0.22,93.1,101861
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,1,0.4732,82.66,0.3449,87.33,96529
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,2,0.2968,89.28,0.2641,90.44,96192
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,3,0.2485,91.03,0.2278,91.9,96466
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,4,0.21,92.42,0.2074,92.31,96146
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,5,0.1794,93.43,0.1937,93.17,96217
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,6,0.15,94.52,0.1926,93.69,96318
76,FashionMNIST,ResNet-18,16,Adam,0.001,TRUE,7,0.1207,95.56,0.1937,93.64,96258
77,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,1,0.4272,84.62,0.2922,89.44,102568
77,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,2,0.2619,90.57,0.2801,89.6,102817
77,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,3,0.2126,92.22,0.216,92.33,102476
77,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,4,0.1734,93.86,0.2153,92.6,102640
77,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,5,0.1412,94.88,0.2084,92.51,102402
78,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,1,0.4236,84.69,0.2979,88.6,96719
78,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,2,0.2607,90.56,0.2374,91.29,96491
78,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,3,0.2105,92.38,0.2138,92.11,96670
78,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,4,0.1741,93.66,0.2129,92.3,96529
78,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,5,0.1417,94.93,0.1944,93.27,96606
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,1,0.4133,85.03,0.2705,90.01,102656
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,2,0.2542,90.92,0.2261,91.93,102306
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,3,0.2066,92.7,0.2303,91.71,102550
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,4,0.1707,93.89,0.2121,92.44,102789
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,5,0.137,95.03,0.317,89.54,102869
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,6,0.1067,96.13,0.2271,92.71,102927
79,FashionMNIST,ResNet-18,16,Adam,0.0001,FALSE,7,0.0791,97.28,0.2264,92.93,102727
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,1,0.4252,84.75,0.2502,90.87,96742
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,2,0.26,90.68,0.2344,91.54,96609
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,3,0.2121,92.35,0.1893,93.59,96774
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,4,0.1749,93.77,0.2167,92.2,96734
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,5,0.1435,94.85,0.2068,92.6,96659
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,6,0.1099,96.14,0.1985,93.11,97055
80,FashionMNIST,ResNet-18,16,Adam,0.0001,TRUE,7,0.0818,97.13,0.2077,93.41,96940
81,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,1,0.6506,77.33,0.3952,85.3,86286
81,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,2,0.3438,87.54,0.3062,89.09,85356
81,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,3,0.2761,89.99,0.2909,89.56,85450
81,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,4,0.2363,91.61,0.2412,91.36,85451
81,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,5,0.2022,92.84,0.2533,90.97,85462
82,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,1,0.667,76.89,0.7659,72.24,81922
82,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,2,0.3492,87.42,0.3229,89.01,82031
82,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,3,0.2762,90.05,0.2987,88.97,82113
82,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,4,0.2365,91.59,0.2763,90.06,82229
82,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,5,0.2046,92.67,0.2604,90.63,81996
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,1,0.6664,76.52,0.4091,84.64,85477
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,2,0.3564,87.02,0.3982,85.3,85303
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,3,0.2854,89.89,0.2999,89.04,85439
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,4,0.2384,91.47,0.2781,89.69,85415
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,5,0.2073,92.54,0.2636,90.56,85343
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,6,0.177,93.8,0.2284,91.44,85369
83,FashionMNIST,ResNet-18,32,SGD,0.001,FALSE,7,0.1474,94.75,0.2863,89.89,85414
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,1,0.6493,77.08,0.467,83.03,82096
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,2,0.3441,87.52,0.2909,89.27,82125
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,3,0.2741,90.2,0.2609,90.89,82089
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,4,0.2342,91.7,0.2456,90.84,82174
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,5,0.2028,92.81,0.2289,91.7,82199
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,6,0.1746,93.76,0.238,91,82122
84,FashionMNIST,ResNet-18,32,SGD,0.001,TRUE,7,0.1469,94.76,0.2352,91.91,81702
85,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,1,1.4079,59.6,0.9005,72.96,85415
85,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,2,0.7967,74.18,0.6647,77.56,85432
85,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,3,0.6328,78.06,0.5486,80.54,85440
85,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,4,0.538,81.35,0.5433,81.83,85500
85,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,5,0.4741,83.59,0.4954,82.31,85513
86,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,1,1.4144,60.2,0.9229,72.86,81917
86,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,2,0.7913,74.49,0.7459,73.7,82028
86,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,3,0.6291,78.07,0.5644,79.94,82074
86,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,4,0.54,80.95,0.5103,81.61,82202
86,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,5,0.4788,83.3,0.4472,84.5,82044
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,1,1.3485,60.97,0.8833,72.9,85568
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,2,0.7981,73.53,0.6723,75.96,85359
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,3,0.6437,77.43,0.5707,78.96,85374
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,4,0.5542,80.43,0.4949,82.01,85560
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,5,0.4928,82.65,0.4409,84.21,85501
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,6,0.4446,84.56,0.4051,85.81,85546
87,FashionMNIST,ResNet-18,32,SGD,0.0001,FALSE,7,0.4066,86.01,0.4037,85.87,85486
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,1,1.3491,61.19,0.9224,72.76,81803
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,2,0.771,76.07,0.6628,77.57,81982
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,3,0.6076,79.33,0.5742,80.56,81823
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,4,0.5222,81.86,0.5058,82.57,81914
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,5,0.4666,83.73,0.4915,82.39,82142
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,6,0.4281,84.94,0.4071,85.77,81639
88,FashionMNIST,ResNet-18,32,SGD,0.0001,TRUE,7,0.396,86.19,0.3878,86.01,81620
89,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,1,0.4597,83.2,0.2925,89.36,88577
89,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,2,0.2828,89.77,0.2407,91,88384
89,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,3,0.2365,91.47,0.2402,91.86,88184
89,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,4,0.2065,92.54,0.2113,92.41,87969
89,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,5,0.1772,93.62,0.2115,92.4,88046
90,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,1,0.4464,83.78,0.3384,87.59,84738
90,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,2,0.28,89.93,0.556,81.14,84532
90,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,3,0.2366,91.37,0.2281,91.71,84526
90,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,4,0.2065,92.41,0.2228,92.27,84571
90,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,5,0.1754,93.6,0.1883,93.47,84511
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,1,0.4453,83.72,0.3518,86.79,88332
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,2,0.2825,89.76,0.2486,91.16,88228
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,3,0.2393,91.34,0.2571,91.16,88256
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,4,0.2071,92.54,0.2483,91.26,88295
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,5,0.1773,93.46,0.2073,92.66,88375
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,6,0.1522,94.43,0.2287,92.39,88265
91,FashionMNIST,ResNet-18,32,Adam,0.001,FALSE,7,0.1237,95.56,0.203,93.19,88107
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,1,0.4355,84.01,0.318,88.66,84566
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,2,0.2775,89.87,0.2599,90.89,84721
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,3,0.2343,91.62,0.227,91.99,84668
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,4,0.2044,92.45,0.2669,90.63,84242
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,5,0.1764,93.7,0.2072,92.91,84256
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,6,0.1502,94.5,0.2095,92.5,84377
92,FashionMNIST,ResNet-18,32,Adam,0.001,TRUE,7,0.1207,95.63,0.2047,93.06,84358
93,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,1,0.4204,84.9,0.3038,89.23,88708
93,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,2,0.2494,91.06,0.2368,91.66,88509
93,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,3,0.1981,92.91,0.2813,89.84,88341
93,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,4,0.1587,94.16,0.2372,91.51,88397
93,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,5,0.1265,95.49,0.2231,92.11,88281
94,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,1,0.4209,84.84,0.278,89.94,84866
94,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,2,0.252,90.92,0.2833,89.59,84810
94,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,3,0.2005,92.73,0.2225,92.11,84708
94,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,4,0.1666,93.96,0.1955,92.93,84700
94,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,5,0.1314,95.29,0.2019,93,84815
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,1,0.4186,84.94,0.2833,89.57,88747
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,2,0.2483,91.19,0.2291,91.87,88591
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,3,0.1976,93,0.2095,92.53,88371
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,4,0.1589,94.24,0.2113,92.59,88275
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,5,0.1219,95.56,0.1996,92.81,88438
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,6,0.0913,96.69,0.2591,91.36,88669
95,FashionMNIST,ResNet-18,32,Adam,0.0001,FALSE,7,0.0669,97.68,0.2751,91.94,88511
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,1,0.4215,84.68,0.2836,89.93,85000
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,2,0.2508,90.89,0.2547,91.14,84934
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,3,0.2012,92.67,0.2149,92.39,84912
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,4,0.1656,93.99,0.2085,92.87,84937
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,5,0.1326,95.1,0.2154,92.49,84865
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,6,0.1015,96.27,0.2135,93.07,84923
96,FashionMNIST,ResNet-18,32,Adam,0.0001,TRUE,7,0.0726,97.48,0.2138,93.66,84908
97,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,1,0.8186,70.5,0.4103,85.06,245778
97,FashionMNIST,ResNet-50,16,SGD,0.001,FALSE,2,0.4067,85.64,0.3094,89.77,245650
