loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
5.639827801631047,1,1773668536,,False,1,80021aa7,2026-03-16_19-12-16,36.64280676841736,36.64280676841736,429,BOSS8-OS,172.25.0.208,36.64280676841736,1
4.473222650014437,2,1773668567,,False,2,80021aa7,2026-03-16_19-12-47,31.606950521469116,68.24975728988647,429,BOSS8-OS,172.25.0.208,68.24975728988647,2
3.9286884642564335,3,1773668598,,False,3,80021aa7,2026-03-16_19-13-18,31.17180824279785,99.42156553268433,429,BOSS8-OS,172.25.0.208,99.42156553268433,3
3.537222574536617,4,1773668630,,False,4,80021aa7,2026-03-16_19-13-50,31.54036545753479,130.96193099021912,429,BOSS8-OS,172.25.0.208,130.96193099021912,4
3.236020083610828,5,1773668661,,False,5,80021aa7,2026-03-16_19-14-21,31.4669086933136,162.42883968353271,429,BOSS8-OS,172.25.0.208,162.42883968353271,5
3.0074782325671268,6,1773668693,,False,6,80021aa7,2026-03-16_19-14-53,31.46840786933899,193.8972475528717,429,BOSS8-OS,172.25.0.208,193.8972475528717,6
2.756488861945959,7,1773668724,,False,7,80021aa7,2026-03-16_19-15-24,31.42128300666809,225.3185305595398,429,BOSS8-OS,172.25.0.208,225.3185305595398,7
2.556904157766929,8,1773668756,,False,8,80021aa7,2026-03-16_19-15-56,31.337225675582886,256.6557562351227,429,BOSS8-OS,172.25.0.208,256.6557562351227,8
2.3669706674722524,9,1773668787,,False,9,80021aa7,2026-03-16_19-16-27,31.50367045402527,288.15942668914795,429,BOSS8-OS,172.25.0.208,288.15942668914795,9
2.196267503958482,10,1773668819,,False,10,80021aa7,2026-03-16_19-16-59,31.65291976928711,319.81234645843506,429,BOSS8-OS,172.25.0.208,319.81234645843506,10
2.049859440097442,11,1773668850,,False,11,80021aa7,2026-03-16_19-17-30,31.463244438171387,351.27559089660645,429,BOSS8-OS,172.25.0.208,351.27559089660645,11
1.8912091610523372,12,1773668881,,False,12,80021aa7,2026-03-16_19-18-01,31.113903999328613,382.38949489593506,429,BOSS8-OS,172.25.0.208,382.38949489593506,12
1.7851070727293308,13,1773668913,,False,13,80021aa7,2026-03-16_19-18-33,31.465452194213867,413.8549470901489,429,BOSS8-OS,172.25.0.208,413.8549470901489,13
1.6623893735500483,14,1773668944,,False,14,80021aa7,2026-03-16_19-19-04,31.52373695373535,445.3786840438843,429,BOSS8-OS,172.25.0.208,445.3786840438843,14
1.5684459943037767,15,1773668976,,True,15,80021aa7,2026-03-16_19-19-36,31.54457426071167,476.92325830459595,429,BOSS8-OS,172.25.0.208,476.92325830459595,15
